id,titulo,empresa,ubicacion,modalidad,salario_min,salario_max,descripcion,requisitos,url,estado,area
vac_369,Analista de Cultura Organizacional,EPM HR,"Cali, Valle del Cauca",presencial,6819111,7501487,Reconocida empresa busca profesional de Recursos Humanos con visión estratégica y foco en la experiencia del colaborador. EPM HR es una de las organizaciones líderes en su sector en Colombia.,ergometrix; great place to work; resolución de problemas,https://empleos.epm-hr.com.co/oferta/4288,activa,recursos_humanos
vac_370,Arquitecto Senior,Ospinas y Cía,"Bogotá, Cundinamarca",presencial,8563104,9546848,"Reconocido estudio de arquitectura busca profesional creativo, riguroso y apasionado por el diseño para sumarse a proyectos de alto impacto. Ospinas y Cía es una de las organizaciones líderes en su sector en Colombia.",dirección de proyectos; licencias; normativa; trabajo en equipo,https://empleos.ospinas-y-cía.com.co/oferta/1201,activa,arquitectura
vac_371,Médico Especialista en Pediatría,Compensar,"Cartagena, Bolívar",presencial,7997470,10060464,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Compensar es una de las organizaciones líderes en su sector en Colombia.,pediatría; neonatología; vacunación; orientación al detalle,https://empleos.compensar.com.co/oferta/6400,activa,salud
vac_372,Diseñador Instruccional Junior,Pontificia Bolivariana,"Barranquilla, Atlántico",presencial,6320485,7660093,"Reconocida institución educativa busca docente apasionado por la formación de nuevas generaciones, con visión innovadora y vocación pedagógica. Pontificia Bolivariana es una de las organizaciones líderes en su sector en Colombia.",e-learning; moodle; articulate; comunicación efectiva; pensamiento crítico,https://empleos.pontificia-bolivariana.com.co/oferta/2438,activa,educacion
vac_373,Abogado de Propiedad Intelectual,Posse Herrera Ruiz,"Medellín, Antioquia",hibrido,12450848,13877922,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Posse Herrera Ruiz es una de las organizaciones líderes en su sector en Colombia.,marcas; patentes; derechos de autor; pensamiento crítico; orientación al detalle,https://empleos.posse-herrera-ruiz.com.co/oferta/9199,activa,derecho
vac_374,Auditor Senior,PwC,"Medellín, Antioquia",hibrido,11965180,12935817,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. PwC es una de las organizaciones líderes en su sector en Colombia.,auditoría interna; control interno; coso; orientación al detalle,https://empleos.pwc.com.co/oferta/9792,activa,economia_finanzas
vac_375,Terapeuta Ocupacional Semi-Senior,Audifarma,"Medellín, Antioquia",hibrido,5463403,6407425,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Audifarma es una de las organizaciones líderes en su sector en Colombia.,rehabilitación; actividades de la vida diaria; orientación al detalle; trabajo en equipo,https://empleos.audifarma.com.co/oferta/7484,activa,salud
vac_376,Trainee Comercial,Grupo Éxito,"Pereira, Risaralda",hibrido,1457380,2637377,Programa de talento joven diseñado para que recién egresados y practicantes desarrollen su carrera en una empresa líder del país. Grupo Éxito es una de las organizaciones líderes en su sector en Colombia.,recién egresado; comunicación; ventas; proactividad,https://empleos.grupo-éxito.com.co/oferta/1840,activa,trainees_practicas
vac_377,Product Manager Tech,Nubank,"Medellín, Antioquia",remoto,5618529,8067383,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Nubank es una de las organizaciones líderes en su sector en Colombia.,scrum; jira; roadmap; métricas; pensamiento crítico; orientación al detalle,https://empleos.nubank.com.co/oferta/9270,activa,tecnologia
vac_378,Locutor Profesional,RCN Televisión,"Barranquilla, Atlántico",hibrido,6045759,8102670,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. RCN Televisión es una de las organizaciones líderes en su sector en Colombia.",voz; guión; dirección de audio; orientación al detalle; resolución de problemas,https://empleos.rcn-televisión.com.co/oferta/9041,activa,comunicacion
vac_379,Psicopedagogo Senior,Universidad de los Andes,"Medellín, Antioquia",presencial,5012619,6125194,"Reconocida institución educativa busca docente apasionado por la formación de nuevas generaciones, con visión innovadora y vocación pedagógica. Universidad de los Andes es una de las organizaciones líderes en su sector en Colombia.",dificultades de aprendizaje; psicoeducación; proactividad; comunicación efectiva,https://empleos.universidad-de-los-andes.com.co/oferta/8685,inactiva,educacion
vac_380,Desarrollador Backend Senior,Mercado Libre,"Barranquilla, Atlántico",presencial,4763510,6649427,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Mercado Libre es una de las organizaciones líderes en su sector en Colombia.,python; django; postgresql; docker; aws; resolución de problemas,https://empleos.mercado-libre.com.co/oferta/8953,activa,tecnologia
vac_381,Motion Designer,Lemon Brand,"Cartagena, Bolívar",remoto,4692037,6734455,"Estudio de diseño busca creativo con visión integral, capacidad de iterar rápido y obsesión por la calidad para proyectos digitales y físicos. Lemon Brand es una de las organizaciones líderes en su sector en Colombia.",after effects; premiere; cinema 4d; proactividad,https://empleos.lemon-brand.com.co/oferta/4170,activa,diseno
vac_382,Business Partner HR,Page Group,"Bogotá, Cundinamarca",presencial,8522758,10625850,Reconocida empresa busca profesional de Recursos Humanos con visión estratégica y foco en la experiencia del colaborador. Page Group es una de las organizaciones líderes en su sector en Colombia.,consultoría interna; indicadores; negociación; pensamiento crítico,https://empleos.page-group.com.co/oferta/4938,activa,recursos_humanos
vac_383,Motion Designer,Studio Hits,"Bogotá, Cundinamarca",remoto,8466722,11323438,"Estudio de diseño busca creativo con visión integral, capacidad de iterar rápido y obsesión por la calidad para proyectos digitales y físicos. Studio Hits es una de las organizaciones líderes en su sector en Colombia.",after effects; premiere; cinema 4d; comunicación efectiva; orientación al detalle,https://empleos.studio-hits.com.co/oferta/5712,activa,diseno
vac_384,Coordinador SG-SST,Argos HR,"Cali, Valle del Cauca",presencial,5739000,7516392,Reconocida empresa busca profesional de Recursos Humanos con visión estratégica y foco en la experiencia del colaborador. Argos HR es una de las organizaciones líderes en su sector en Colombia.,sg-sst; iso 45001; salud ocupacional; pensamiento crítico; comunicación efectiva,https://empleos.argos-hr.com.co/oferta/7921,activa,recursos_humanos
vac_385,Security Engineer Junior,Platzi,"Bogotá, Cundinamarca",remoto,6817508,9648664,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Platzi es una de las organizaciones líderes en su sector en Colombia.,pentesting; owasp; siem; linux; comunicación efectiva,https://empleos.platzi.com.co/oferta/7658,activa,tecnologia
vac_386,Ingeniero Logístico,Cenit,"Medellín, Antioquia",presencial,4897857,6524287,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Cenit es una de las organizaciones líderes en su sector en Colombia.,wms; cadena de suministro; kpi; proactividad,https://empleos.cenit.com.co/oferta/2584,activa,ingenierias
vac_387,Terapeuta Ocupacional,Compensar,"Medellín, Antioquia",presencial,3692593,5859457,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Compensar es una de las organizaciones líderes en su sector en Colombia.,rehabilitación; actividades de la vida diaria; trabajo en equipo; pensamiento crítico,https://empleos.compensar.com.co/oferta/1228,activa,salud
vac_388,Analista de Estados Financieros,Scotiabank Colpatria,"Bogotá, Cundinamarca",presencial,6208481,8443078,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Scotiabank Colpatria es una de las organizaciones líderes en su sector en Colombia.,niif; consolidación; auditoría; orientación al detalle,https://empleos.scotiabank-colpatria.com.co/oferta/3869,activa,economia_finanzas
vac_389,Ingeniero Logístico Senior,Sumicol,"Medellín, Antioquia",presencial,8108344,10592445,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Sumicol es una de las organizaciones líderes en su sector en Colombia.,wms; cadena de suministro; kpi; comunicación efectiva; orientación al detalle,https://empleos.sumicol.com.co/oferta/7581,activa,ingenierias
vac_390,Ingeniero Industrial Procesos,Ecopetrol,"Bogotá, Cundinamarca",hibrido,3930469,6637909,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Ecopetrol es una de las organizaciones líderes en su sector en Colombia.,lean six sigma; mejora continua; kpi; resolución de problemas,https://empleos.ecopetrol.com.co/oferta/7481,activa,ingenierias
vac_391,Químico Farmacéutico Junior,Clínica del Country,"Cartagena, Bolívar",remoto,6211997,8628492,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Clínica del Country es una de las organizaciones líderes en su sector en Colombia.,regulatorio; farmacovigilancia; GMP; proactividad; comunicación efectiva,https://empleos.clínica-del-country.com.co/oferta/2225,activa,salud
vac_392,Ingeniero de Petróleos,Cenit,"Bogotá, Cundinamarca",presencial,5906012,6446255,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Cenit es una de las organizaciones líderes en su sector en Colombia.,geomecánica; yacimientos; schlumberger; proactividad,https://empleos.cenit.com.co/oferta/7164,activa,ingenierias
vac_393,Especialista en Nómina Semi-Senior,Page Group,"Medellín, Antioquia",presencial,6167904,8942197,Reconocida empresa busca profesional de Recursos Humanos con visión estratégica y foco en la experiencia del colaborador. Page Group es una de las organizaciones líderes en su sector en Colombia.,siigo; novedades; seguridad social; orientación al detalle,https://empleos.page-group.com.co/oferta/9869,activa,recursos_humanos
vac_394,Analista de Cobranzas,Deloitte,"Medellín, Antioquia",hibrido,7670227,8261538,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Deloitte es una de las organizaciones líderes en su sector en Colombia.,gestión de mora; negociación; siesa; proactividad,https://empleos.deloitte.com.co/oferta/4570,activa,economia_finanzas
vac_395,Corresponsal Internacional,Cromos,"Bogotá, Cundinamarca",hibrido,7333905,10199427,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. Cromos es una de las organizaciones líderes en su sector en Colombia.",inglés c1; geopolítica; redacción; resolución de problemas; pensamiento crítico,https://empleos.cromos.com.co/oferta/9841,activa,comunicacion
vac_396,QA Automation Engineer,PSL,"Medellín, Antioquia",hibrido,6384897,7153441,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. PSL es una de las organizaciones líderes en su sector en Colombia.,selenium; cypress; python; ci/cd; orientación al detalle,https://empleos.psl.com.co/oferta/4608,activa,tecnologia
vac_397,Coordinador de Convivencia Senior,Externado,"Bogotá, Cundinamarca",hibrido,6458246,9282527,"Reconocida institución educativa busca docente apasionado por la formación de nuevas generaciones, con visión innovadora y vocación pedagógica. Externado es una de las organizaciones líderes en su sector en Colombia.",resolución de conflictos; ley 1620; proactividad,https://empleos.externado.com.co/oferta/7338,activa,educacion
vac_398,QA Automation Engineer Semi-Senior,Treinta,"Bucaramanga, Santander",presencial,8375338,10608623,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Treinta es una de las organizaciones líderes en su sector en Colombia.,selenium; cypress; python; ci/cd; orientación al detalle; pensamiento crítico,https://empleos.treinta.com.co/oferta/8242,activa,tecnologia
vac_399,Tech Lead Backend,Frubana,"Bogotá, Cundinamarca",hibrido,11816265,12478687,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Frubana es una de las organizaciones líderes en su sector en Colombia.,java; spring boot; microservicios; kafka; comunicación efectiva,https://empleos.frubana.com.co/oferta/8541,activa,tecnologia
vac_400,Ejecutivo de Cuenta Empresarial,Bancolombia,Remoto - Colombia,remoto,13453723,15948951,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Bancolombia es una de las organizaciones líderes en su sector en Colombia.,productos bancarios; negociación; resolución de problemas,https://empleos.bancolombia.com.co/oferta/6262,activa,economia_finanzas
vac_401,Camarógrafo / Camarógrafa Senior,Cromos,"Bogotá, Cundinamarca",remoto,6001928,7758585,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. Cromos es una de las organizaciones líderes en su sector en Colombia.",cámara; iluminación; premiere; orientación al detalle; comunicación efectiva,https://empleos.cromos.com.co/oferta/1118,inactiva,comunicacion
vac_402,Marketing Analyst,JWT Colombia,"Bogotá, Cundinamarca",hibrido,5547937,6275583,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. JWT Colombia es una de las organizaciones líderes en su sector en Colombia.,ga4; data studio; excel avanzado; resolución de problemas; orientación al detalle,https://empleos.jwt-colombia.com.co/oferta/8751,inactiva,marketing
vac_403,Ingeniero Industrial Procesos Senior,Cenit,"Cali, Valle del Cauca",remoto,4853003,7725092,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Cenit es una de las organizaciones líderes en su sector en Colombia.,lean six sigma; mejora continua; kpi; resolución de problemas,https://empleos.cenit.com.co/oferta/2274,inactiva,ingenierias
vac_404,Analista de Cultura Organizacional,Davivienda HR,"Bogotá, Cundinamarca",hibrido,2958662,5088757,Reconocida empresa busca profesional de Recursos Humanos con visión estratégica y foco en la experiencia del colaborador. Davivienda HR es una de las organizaciones líderes en su sector en Colombia.,ergometrix; great place to work; trabajo en equipo; proactividad,https://empleos.davivienda-hr.com.co/oferta/5792,inactiva,recursos_humanos
vac_405,Blockchain Developer,Bold,"Bogotá, Cundinamarca",presencial,9763398,10934411,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Bold es una de las organizaciones líderes en su sector en Colombia.,solidity; ethereum; smart contracts; orientación al detalle; trabajo en equipo,https://empleos.bold.com.co/oferta/7304,activa,tecnologia
vac_406,Especialista en RP,El Tiempo,"Medellín, Antioquia",presencial,5123159,7154407,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. El Tiempo es una de las organizaciones líderes en su sector en Colombia.",medios; comunicados; crisis management; pensamiento crítico; comunicación efectiva,https://empleos.el-tiempo.com.co/oferta/3148,activa,comunicacion
vac_407,Ingeniero Electrónico,EPM,"Bogotá, Cundinamarca",remoto,8194029,9724925,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. EPM es una de las organizaciones líderes en su sector en Colombia.,plc; scada; automatización; pensamiento crítico; orientación al detalle,https://empleos.epm.com.co/oferta/8848,activa,ingenierias
vac_408,Docente Primaria,Platzi,"Bogotá, Cundinamarca",hibrido,7276273,9192352,"Reconocida institución educativa busca docente apasionado por la formación de nuevas generaciones, con visión innovadora y vocación pedagógica. Platzi es una de las organizaciones líderes en su sector en Colombia.",multigrado; didáctica; evaluación formativa; trabajo en equipo,https://empleos.platzi.com.co/oferta/2330,activa,educacion
vac_409,Community Manager Senior,Falabella,"Manizales, Caldas",hibrido,6659364,7853118,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Falabella es una de las organizaciones líderes en su sector en Colombia.,meta ads; tiktok; creación de contenido; resolución de problemas; comunicación efectiva,https://empleos.falabella.com.co/oferta/6421,activa,marketing
vac_410,Diseñador 3D,Habi Design,"Cartagena, Bolívar",presencial,9019104,11344623,"Estudio de diseño busca creativo con visión integral, capacidad de iterar rápido y obsesión por la calidad para proyectos digitales y físicos. Habi Design es una de las organizaciones líderes en su sector en Colombia.",blender; cinema 4d; render; modelado; proactividad,https://empleos.habi-design.com.co/oferta/3519,activa,diseno
vac_411,Ingeniero Logístico,Sumicol,"Cartagena, Bolívar",remoto,7970413,9804219,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Sumicol es una de las organizaciones líderes en su sector en Colombia.,wms; cadena de suministro; kpi; orientación al detalle; trabajo en equipo,https://empleos.sumicol.com.co/oferta/6761,activa,ingenierias
vac_412,Investigador en Ciencias Ambientales,Instituto Humboldt,"Medellín, Antioquia",presencial,6259803,8814632,Reconocida institución de investigación busca científico apasionado por la generación de conocimiento y la publicación de resultados. Instituto Humboldt es una de las organizaciones líderes en su sector en Colombia.,arcgis; análisis estadístico; campo; trabajo en equipo; resolución de problemas,https://empleos.instituto-humboldt.com.co/oferta/4616,activa,ciencias
vac_413,Practicante Comercio Exterior,ISA,"Medellín, Antioquia",hibrido,1873929,3540419,Programa de talento joven diseñado para que recién egresados y practicantes desarrollen su carrera en una empresa líder del país. ISA es una de las organizaciones líderes en su sector en Colombia.,incoterms; siicex; inglés; trabajo en equipo,https://empleos.isa.com.co/oferta/4028,activa,trainees_practicas
vac_414,Mobile Developer iOS Semi-Senior,Globant,"Barranquilla, Atlántico",presencial,6266889,8205033,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Globant es una de las organizaciones líderes en su sector en Colombia.,swift; swiftui; xcode; rest api; orientación al detalle; pensamiento crítico,https://empleos.globant.com.co/oferta/5114,activa,tecnologia
vac_415,Lead Designer,Designit,"Pereira, Risaralda",presencial,7970255,9752350,"Estudio de diseño busca creativo con visión integral, capacidad de iterar rápido y obsesión por la calidad para proyectos digitales y físicos. Designit es una de las organizaciones líderes en su sector en Colombia.",liderazgo; design ops; design systems; orientación al detalle,https://empleos.designit.com.co/oferta/6971,activa,diseno
vac_416,Reclutador IT,Page Group,Remoto - Colombia,hibrido,6109527,7221134,Reconocida empresa busca profesional de Recursos Humanos con visión estratégica y foco en la experiencia del colaborador. Page Group es una de las organizaciones líderes en su sector en Colombia.,sourcing; linkedin recruiter; boolean search; comunicación efectiva,https://empleos.page-group.com.co/oferta/7124,cerrada,recursos_humanos
vac_417,Auxiliar de Vuelo,Movich,"Cali, Valle del Cauca",remoto,3208706,5441910,Reconocida cadena hotelera / turística busca profesional con vocación de servicio y excelencia para atender huéspedes nacionales e internacionales. Movich es una de las organizaciones líderes en su sector en Colombia.,atención al pasajero; seguridad aérea; inglés; comunicación efectiva; resolución de problemas,https://empleos.movich.com.co/oferta/8925,activa,hospitalidad_turismo
vac_418,Asistente Legal Semi-Senior,Brigard Urrutia,"Barranquilla, Atlántico",presencial,3849645,6771217,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Brigard Urrutia es una de las organizaciones líderes en su sector en Colombia.,redacción jurídica; investigación; case management; resolución de problemas,https://empleos.brigard-urrutia.com.co/oferta/6340,activa,derecho
vac_419,Analista de Estados Financieros,EY,"Medellín, Antioquia",presencial,4845135,6720723,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. EY es una de las organizaciones líderes en su sector en Colombia.,niif; consolidación; auditoría; comunicación efectiva; pensamiento crítico,https://empleos.ey.com.co/oferta/5902,activa,economia_finanzas
vac_420,Ingeniero de Producción,ISA,"Bogotá, Cundinamarca",remoto,3502436,4599593,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. ISA es una de las organizaciones líderes en su sector en Colombia.,producción; lean; indicadores; trabajo en equipo,https://empleos.isa.com.co/oferta/4792,activa,ingenierias
vac_421,Abogado de Familia Semi-Senior,Posse Herrera Ruiz,"Bucaramanga, Santander",hibrido,10050013,12209205,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Posse Herrera Ruiz es una de las organizaciones líderes en su sector en Colombia.,derecho de familia; divorcios; custodia; pensamiento crítico,https://empleos.posse-herrera-ruiz.com.co/oferta/8037,activa,derecho
vac_422,Especialista en SEO Semi-Senior,DDB Colombia,Remoto - Colombia,hibrido,4690659,6443879,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. DDB Colombia es una de las organizaciones líderes en su sector en Colombia.,seo on page; seo off page; ahrefs; semrush; trabajo en equipo,https://empleos.ddb-colombia.com.co/oferta/7620,activa,marketing
vac_423,UX Engineer,Endava,"Medellín, Antioquia",presencial,8461266,9983547,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Endava es una de las organizaciones líderes en su sector en Colombia.,react; figma; design systems; css; pensamiento crítico,https://empleos.endava.com.co/oferta/4122,activa,tecnologia
vac_424,Arquitecto BIM,Diseño con Maderas,"Bogotá, Cundinamarca",presencial,2997929,5888994,"Reconocido estudio de arquitectura busca profesional creativo, riguroso y apasionado por el diseño para sumarse a proyectos de alto impacto. Diseño con Maderas es una de las organizaciones líderes en su sector en Colombia.",revit; navisworks; bim 360; coordinación 3d; orientación al detalle; proactividad,https://empleos.diseño-con-maderas.com.co/oferta/3758,activa,arquitectura
vac_425,Data Scientist,Tpaga,"Medellín, Antioquia",presencial,10282864,13273488,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Tpaga es una de las organizaciones líderes en su sector en Colombia.,python; pandas; scikit-learn; tensorflow; sql; comunicación efectiva,https://empleos.tpaga.com.co/oferta/5720,activa,tecnologia
vac_426,Marketing Analyst Semi-Senior,MullenLowe SSP3,"Barranquilla, Atlántico",remoto,8848898,11576215,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. MullenLowe SSP3 es una de las organizaciones líderes en su sector en Colombia.,ga4; data studio; excel avanzado; proactividad,https://empleos.mullenlowe-ssp3.com.co/oferta/5076,activa,marketing
vac_427,Tech Lead Backend,PSL,"Medellín, Antioquia",hibrido,10148591,11061385,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. PSL es una de las organizaciones líderes en su sector en Colombia.,java; spring boot; microservicios; kafka; trabajo en equipo; comunicación efectiva,https://empleos.psl.com.co/oferta/4139,activa,tecnologia
vac_428,Coordinador de Eventos Junior,Trivago,"Bogotá, Cundinamarca",hibrido,4888632,7799965,Reconocida cadena hotelera / turística busca profesional con vocación de servicio y excelencia para atender huéspedes nacionales e internacionales. Trivago es una de las organizaciones líderes en su sector en Colombia.,organización; negociación; logística; orientación al detalle; trabajo en equipo,https://empleos.trivago.com.co/oferta/2185,activa,hospitalidad_turismo
vac_429,Abogado Tributario Senior,Gómez-Pinzón,"Medellín, Antioquia",hibrido,3348532,5001348,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Gómez-Pinzón es una de las organizaciones líderes en su sector en Colombia.,derecho tributario; dian; precios de transferencia; pensamiento crítico,https://empleos.gómez-pinzón.com.co/oferta/9115,activa,derecho
vac_430,Arquitecto Senior,Konstruir,"Medellín, Antioquia",remoto,4487647,5867939,"Reconocido estudio de arquitectura busca profesional creativo, riguroso y apasionado por el diseño para sumarse a proyectos de alto impacto. Konstruir es una de las organizaciones líderes en su sector en Colombia.",dirección de proyectos; licencias; normativa; proactividad; orientación al detalle,https://empleos.konstruir.com.co/oferta/8015,activa,arquitectura
vac_431,Copywriter,Leo Burnett,"Bucaramanga, Santander",hibrido,5685580,7689652,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Leo Burnett es una de las organizaciones líderes en su sector en Colombia.,redacción persuasiva; ux writing; storytelling; pensamiento crítico,https://empleos.leo-burnett.com.co/oferta/8997,activa,marketing
vac_432,Subgerente Comercial Banca Junior,Bancolombia,"Cali, Valle del Cauca",presencial,12205188,15127962,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Bancolombia es una de las organizaciones líderes en su sector en Colombia.,liderazgo; metas; indicadores; comunicación efectiva; orientación al detalle,https://empleos.bancolombia.com.co/oferta/7229,activa,economia_finanzas
vac_433,Productor Audiovisual Junior,El Tiempo,"Bogotá, Cundinamarca",hibrido,4282826,6846406,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. El Tiempo es una de las organizaciones líderes en su sector en Colombia.",preproducción; rodaje; postproducción; trabajo en equipo,https://empleos.el-tiempo.com.co/oferta/9764,activa,comunicacion
vac_434,Auditor Senior,Credicorp Capital,"Medellín, Antioquia",hibrido,12956258,13954587,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Credicorp Capital es una de las organizaciones líderes en su sector en Colombia.,auditoría interna; control interno; coso; pensamiento crítico,https://empleos.credicorp-capital.com.co/oferta/7114,activa,economia_finanzas
vac_435,Director de Talento Humano,Aon,"Cali, Valle del Cauca",hibrido,7472689,9938825,Reconocida empresa busca profesional de Recursos Humanos con visión estratégica y foco en la experiencia del colaborador. Aon es una de las organizaciones líderes en su sector en Colombia.,liderazgo; estrategia hr; cultura; comunicación efectiva; pensamiento crítico,https://empleos.aon.com.co/oferta/9051,activa,recursos_humanos
vac_436,Enfermero(a) Auxiliar,Cardioinfantil,"Cali, Valle del Cauca",hibrido,5702827,7409241,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Cardioinfantil es una de las organizaciones líderes en su sector en Colombia.,atención al paciente; signos vitales; trabajo en equipo,https://empleos.cardioinfantil.com.co/oferta/8237,activa,salud
vac_437,Especialista en RP,El Espectador,"Bogotá, Cundinamarca",hibrido,7078337,9236996,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. El Espectador es una de las organizaciones líderes en su sector en Colombia.",medios; comunicados; crisis management; resolución de problemas; orientación al detalle,https://empleos.el-espectador.com.co/oferta/9535,activa,comunicacion
vac_438,Mobile Developer Android,Bold,"Manizales, Caldas",presencial,9588478,11863247,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Bold es una de las organizaciones líderes en su sector en Colombia.,kotlin; jetpack compose; android sdk; proactividad,https://empleos.bold.com.co/oferta/6107,activa,tecnologia
vac_439,Reclutador IT,Compensar,"Medellín, Antioquia",presencial,4177338,5532142,Reconocida empresa busca profesional de Recursos Humanos con visión estratégica y foco en la experiencia del colaborador. Compensar es una de las organizaciones líderes en su sector en Colombia.,sourcing; linkedin recruiter; boolean search; orientación al detalle; pensamiento crítico,https://empleos.compensar.com.co/oferta/3315,activa,recursos_humanos
vac_440,Ingeniero de Petróleos,Bavaria,"Bogotá, Cundinamarca",hibrido,10699871,12044873,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Bavaria es una de las organizaciones líderes en su sector en Colombia.,geomecánica; yacimientos; schlumberger; proactividad; comunicación efectiva,https://empleos.bavaria.com.co/oferta/6301,activa,ingenierias
vac_441,Diseñador 3D,Plot Studio,"Bogotá, Cundinamarca",presencial,9287065,12043494,"Estudio de diseño busca creativo con visión integral, capacidad de iterar rápido y obsesión por la calidad para proyectos digitales y físicos. Plot Studio es una de las organizaciones líderes en su sector en Colombia.",blender; cinema 4d; render; modelado; comunicación efectiva,https://empleos.plot-studio.com.co/oferta/4492,activa,diseno
vac_442,Analista de Cobranzas,Valores Bancolombia,"Medellín, Antioquia",presencial,5911424,7796647,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Valores Bancolombia es una de las organizaciones líderes en su sector en Colombia.,gestión de mora; negociación; siesa; resolución de problemas; trabajo en equipo,https://empleos.valores-bancolombia.com.co/oferta/9775,activa,economia_finanzas
